"","CaseID","god_open","rel_groups","god_y","pct_believe","pct_nonbelieve","church","pray","gender_ident","sex_or","social_cons","econ_cons","vote2016","candidate2016","stem","age","educ","female","sbs_m","sbs_sd","crt","crtZ","pt_m","pt_sd","cred_m","cred_sd","mot_m","mot_sd","tfa_m","tfa_sd","eXtra_m","eXtra_sd","Consc_m","Consc_sd","Neuro_m","Neuro_sd","Agree_m","Agree_sd","Open_m","Open_sd","Hum_m","Hum_sd"
"118",129,"I do not entirely believe in the existence of gods, but I do believe in spiritual energies that could be interpreted as gods or goddesses.","Paganism",1,80,20,2,1,"female",NA,1,3,1,"third",1,25,13,1,-0.802033640836937,2.00338477726346,9,2.18521548983809,1.92127594625361,-1.05039694022622,-1.01597620831914,-0.0516076553666977,-1.18265396926149,0.349380649666893,2.70259495639546,0.519218893204411,1.61243840642454,0.620599587953076,-0.737257695330156,-0.821146228097169,-0.0218496309586545,-0.610173283182143,2.2091365828292,-1.38713430761848,2.28042363874887,-1.51925750985379,0.394255042046787,1.63582016193724
"119",130,"I believe there is a God. I am a Roman Catholic","Roman Catholic",1,80,20,7,7,"female",NA,6,6,1,"trump",0,63,11,1,0.790166423696863,-0.0894168424860648,0,-1.19600910879151,0.457497054272482,0.0198865090539073,1.03043239939374,0.59580626019957,-1.52191493660717,-0.879073113735244,-0.253114264993601,-0.351128595005705,-0.612843203084619,0.841046881152138,0.551225912222421,-0.694948006226479,-1.41188645851153,-1.5877045126027,1.39531663241385,-0.505680438005696,-0.437539759581321,-0.669457453849157,1.27830350466543,-0.798244727250543
"120",132,"I believe god is within us.","I believe in Taoism.",1,66,34,2,2,"female",NA,6,5,1,"clinton",1,40,13,1,0.606451031635271,-0.351212055483482,9,2.18521548983809,-0.457364753215723,0.835476731361122,-1.01597620831914,-0.0516076553666977,-1.18265396926149,-1.06896254888285,-0.00680516321117864,0.66501459994182,-0.835371364035536,-0.794542754918982,0.293529190711906,-0.074846464190925,0.673168782817784,0.0333476418187074,-0.232323268416855,2.24719310090445,1.04498573041697,-0.669457453849157,-0.268781304917196,1.12221008401173
"121",133,"","Armenian orthodox",1,50,50,4,3,"male",NA,5,5,1,"trump",1,25,12,0,-0.985749032898529,0.113593987096755,8,1.80952386776814,-0.274392391718083,0.139326931776077,-0.674908107033661,-0.509398425298141,0.00475941644837506,-0.184119225304063,1.34789489659214,-0.507483855955016,1.61243840642454,-0.656157913738697,-0.737257695330156,-0.074846464190925,1.13651439200208,0.542775408996944,-0.503596585221973,1.66631146577659,1.04498573041697,-0.669457453849157,-0.931817651881178,-0.798244727250543
"124",136,"Idk","None",1,60,40,2,2,"female",NA,4,4,-1,"NA",0,24,7,1,-0.557079784754814,-1.41802352659058,0,-1.19600910879151,-1.00628183770865,-1.94912246697906,0.348296196822781,0.59580626019957,1.36180328583108,-0.0657425099147587,-0.253114264993601,-2.00099752257268,-0.167786881182787,0.0999909204650784,-0.994954416840671,-0.304776910191954,0.904841587409931,-0.610173283182143,-1.31741653563732,0.831142618349937,-0.684627341247703,-1.51925750985379,-0.931817651881178,-0.798244727250543
"125",138,"I believe there is one.","None",1,95,5,2,2,"female",NA,4,6,1,"trump",0,65,9,1,0.239020247512086,0.632330825035212,1,-0.820317486721556,-0.457364753215723,-0.964617978962575,0.859898348751001,1.01631027599485,-0.843393001915816,0.105382532160072,0.239503938571242,-0.0181018505268435,-1.50295584688828,0.841046881152138,1.58201279826448,-0.694948006226479,-1.41188645851153,-1.5877045126027,0.310223365193379,0.30072135038952,1.04498573041697,0.107985709729587,0.615267157701448,1.12221008401173
"126",139,"God exists and is active in our lives.","Assembly of God",1,75,25,8,6,"male",NA,7,7,1,"trump",1,46,12,0,1.15759720782005,-0.503613694213067,5,0.682449001558269,-3.0189778141827,-0.964617978962575,1.03043239939374,0.59580626019957,-1.01302348558865,0.630062947822555,0.732122142136086,0.578526217261692,-0.390315042133703,0.562117285004919,1.06661935524345,-0.304776910191954,-1.87523206769583,-0.610173283182143,-2.94505643646803,-0.505680438005696,-1.17880250458047,0.180342602155473,0.394255042046787,1.63582016193724
"127",140,"I don't know","None",1,70,30,1,1,"male",NA,4,4,1,"non",0,35,9,0,-0.557079784754814,-1.41802352659058,0,-1.19600910879151,-1.00628183770865,-1.94912246697906,-1.6981124108901,-1.61460311079585,0.852911834812564,2.39451565796942,-0.253114264993601,-2.00099752257268,0.277269440719046,-1.68907643030304,-0.994954416840671,-1.63690435791901,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"128",141,"Yes","Baptist",1,20,80,1,3,"female",NA,2,2,1,"clinton",0,33,9,1,0.54521256761474,-0.808416971672239,3,-0.0689342425816433,0.0915523312771992,1.64577964003229,-1.6981124108901,-1.61460311079585,0.174389900121212,2.28630756584994,-0.376268815884812,-0.507483855955016,-0.390315042133703,-0.794542754918982,-0.47956097381964,-0.694948006226479,0.209823173633492,-0.741137634931864,0.310223365193379,-0.505680438005696,-0.437539759581321,-0.669457453849157,-0.489793420571857,0.383761644832993
"129",142,"I believe in one god.","I  am Presbyterian.",1,75,25,1,3,"female",NA,3,3,1,"clinton",0,57,12,1,0.912643351737925,-0.407105420387919,4,0.306757379488313,0.0915523312771992,-1.25297266739401,0.859898348751001,1.01631027599485,0.852911834812564,1.83333821425136,-0.12995971410239,0.419747481878442,0.0547412797681295,0.994524595849139,0.551225912222421,-0.694948006226479,-0.716868044735094,-0.741137634931864,0.581496681998496,-0.369319049820124,0.797898148750585,0.674916799820921,-1.15282976753584,-0.0188715068182718
"130",144,"I BELIEVE ONE GOD","I AM A NONDENOMINATIONAL CHRISTIAN WELL I TRY TO BE",1,70,30,2,7,"male",NA,3,3,1,"clinton",0,55,5,0,0.54521256761474,1.61473079201741,1,-0.820317486721556,-0.640337114713365,-0.556822867808968,-0.504374056390921,-1.61460311079585,2.37958618786811,1.21175278508251,NA,NA,0.277269440719046,-0.228309055351447,1.32431607675397,0.810370031546504,NA,NA,-0.503596585221973,-0.369319049820124,-0.931714922914084,-0.669457453849157,-1.3738418831905,2.52181604529469
"131",145,"I do not believe in god","None",0,80,20,1,1,"male",NA,2,4,0,"NA",0,66,9,0,-1.78184906516543,-1.41802352659058,8,1.80952386776814,-0.0914200302204411,-1.05039694022622,-0.674908107033661,0.403215345562478,-1.35228445293433,0.0207370684000367,-0.12995971410239,-0.507483855955016,1.38991024547363,0.0238251489241735,1.32431607675397,0.810370031546504,-0.0218496309586545,2.89190634040026,-1.04614321883221,-1.38713430761848,0.797898148750585,0.674916799820921,0.615267157701448,-0.0188715068182718
"132",147,"God the Father and His son Jesus the Christ are unified in purpose along with the Holy Ghost/Spirit","The Church of Jesus Christ of Latter Day Saints, also known as Mormons",1,85,15,4,3,"male",NA,7,5,1,"trump",0,33,10,0,1.21883567184058,-0.960818610401825,6,1.05814062362823,0.0915523312771992,0.0198865090539073,-1.6981124108901,-1.61460311079585,-0.843393001915816,0.105382532160072,-0.376268815884812,0.224457610770774,-0.612843203084619,-0.228309055351447,-1.25265113835119,-0.074846464190925,1.83153280577852,-0.610173283182143,0.581496681998496,-0.369319049820124,0.303722985417822,0.88434001916054,1.27830350466543,-0.798244727250543
"133",148,"yes i believe in god","non",1,50,50,6,7,"female",NA,4,4,1,"clinton",0,62,9,1,-0.434602856713752,-0.503613694213067,2,-0.444625864651599,0.640469415770123,-0.197183890641057,0.348296196822781,1.16676768673521,0.344020383794051,0.800089751131239,NA,NA,0.277269440719046,-1.68907643030304,-0.47956097381964,-0.00538809827533266,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"134",149,"Yes, I believe in a single God.","I grew up in the Church of Christ, though I tend to identify as a nondenominational Christian.",1,55,45,1,3,"male",NA,7,7,1,"trump",0,36,10,0,1.15759720782005,-0.503613694213067,4,0.306757379488313,1.37235886176069,0.0198865090539073,0.177762146180041,2.10607028223249,2.04032522052243,-0.275389121527241,-0.992041570340866,2.09608470529768,-1.50295584688828,0.841046881152138,-0.994954416840671,0.6704080637013,1.36818719659422,-1.5877045126027,1.39531663241385,-0.505680438005696,2.28042363874887,-1.51925750985379,0.615267157701448,2.13294076754386
"135",150,"i believe a god exists","none",1,90,10,1,2,"male",NA,6,6,1,"trump",0,50,9,0,-0.0671720725905677,0.0752014768152888,3,-0.0689342425816433,-0.823309476211005,-1.25297266739401,-0.504374056390921,-1.61460311079585,0.00475941644837506,-0.184119225304063,-0.253114264993601,-2.00099752257268,0.0547412797681295,-0.794542754918982,-0.994954416840671,-0.304776910191954,1.13651439200208,-0.741137634931864,-0.77486990202709,-0.505680438005696,-0.684627341247703,-1.51925750985379,0.394255042046787,-0.0852318510803894
"137",152,"there is a god","baptist",1,80,20,3,4,"female",NA,6,6,-1,"NA",0,18,9,1,0.177781783491556,0.603812685814744,3,-0.0689342425816433,-0.457364753215723,-0.499971098647707,0.518830247465521,0.403215345562478,0.174389900121212,-0.0657425099147587,-0.253114264993601,-2.00099752257268,0.277269440719046,-1.68907643030304,-1.5103478598617,-0.694948006226479,-0.253522435550801,-0.741137634931864,-1.04614321883221,-1.38713430761848,-0.684627341247703,-1.51925750985379,-0.268781304917196,-0.0188715068182718
"138",153,"He exists!","Catholic",1,70,30,6,6,"male",NA,4,4,1,"clinton",0,69,12,0,0.116543319471025,-0.152080437571586,4,0.306757379488313,0.0915523312771992,0.528492828122755,0.859898348751001,0.403215345562478,-1.52191493660717,-0.879073113735244,0.362658489462454,-0.229574676828596,0.722325762620879,0.0999909204650784,0.0358324692013903,-0.304776910191954,-0.716868044735094,0.0333476418187074,0.852769998803613,-0.505680438005696,0.0566354037514411,0.107985709729587,1.05729138901077,-0.304906808183653
"139",154,"I believe in a higher power","Episcopal church",1,80,20,6,5,"male",NA,3,3,1,"clinton",0,50,13,0,NA,NA,5,0.682449001558269,-0.0914200302204411,-0.197183890641057,0.177762146180041,1.23902311659284,0.00475941644837506,-0.184119225304063,0.239503938571242,0.396206452544743,-0.167786881182787,-0.656157913738697,0.551225912222421,-0.694948006226479,-0.253522435550801,-0.741137634931864,-0.77486990202709,0.30072135038952,0.0566354037514411,-0.669457453849157,-0.0477691892625349,0.383761644832993
"140",155,"I believe there is a God.","Catholic church",1,60,40,4,5,"male",NA,4,3,1,"third",1,25,12,0,0.116543319471025,0.0197306576788367,9,2.18521548983809,-0.0914200302204411,-0.556822867808968,0.177762146180041,-0.0516076553666977,1.19217280215824,1.14544281216057,1.10158579480972,0.0102942823314222,-1.50295584688828,-0.228309055351447,-0.994954416840671,-0.304776910191954,0.904841587409931,0.105429242738975,-1.31741653563732,1.25722730121987,1.04498573041697,-0.669457453849157,1.27830350466543,-0.0852318510803894
"141",156,"I believe in God","The Church of Jesus Christ of Latter-day Saints",1,57,43,7,7,"male",NA,7,6,0,"NA",1,24,10,0,0.912643351737925,0.410796138164446,7,1.43383224569818,1.37235886176069,-1.25297266739401,1.54203455132196,-0.187789997101505,-0.164871067224464,0.871131173649209,1.10158579480972,0.419747481878442,0.277269440719046,0.376760602825648,0.0358324692013903,0.6704080637013,-1.41188645851153,-0.205266590312902,0.0389500483882616,1.10599372640681,0.797898148750585,-0.537992927670522,1.49931562032009,-0.677675270451299
"142",157,"I believe God does exist","Catholic Church",1,90,10,7,5,"female",NA,6,6,1,"third",0,73,9,1,0.606451031635271,-0.59731558515439,2,-0.444625864651599,-0.274392391718083,-0.499971098647707,-0.333840005748181,1.51138780006246,-0.334501550897301,-1.73330035170981,-1.11519612123208,-0.507483855955016,-0.390315042133703,0.562117285004919,1.06661935524345,-1.63690435791901,-0.485195240142947,0.367357946238417,0.581496681998496,-0.369319049820124,-1.67297766791323,-1.51925750985379,0.615267157701448,-0.0188715068182718
"143",158,"Not sure if there is a higher being","None right now.",1,50,50,1,2,"male",NA,4,4,1,"clinton",0,65,9,0,-0.189649000631629,-0.407105420387919,3,-0.0689342425816433,-0.640337114713365,-0.197183890641057,-0.333840005748181,1.51138780006246,-0.843393001915816,1.21175278508251,0.485813040353664,-0.834364015821094,0.944853923571795,0.562117285004919,0.551225912222421,-0.694948006226479,-1.41188645851153,-1.5877045126027,0.581496681998496,-0.369319049820124,0.0566354037514411,0.107985709729587,0.173242926392126,0.626782409288613
"144",160,"I'm not sure, although it would be reassuring to know there is something looking after us.","I was brought up as a Catholic and resented some of their silly rules.  Now, I can't say I practice anything.",1,85,15,1,7,"female",NA,1,4,1,"clinton",0,67,10,1,-0.557079784754814,0.942972508347037,3,-0.0689342425816433,-0.0914200302204411,1.00439099707039,1.03043239939374,0.59580626019957,-0.50413203457014,-0.275389121527241,0.116349387680032,0.155434393465467,-0.835371364035536,-0.794542754918982,0.293529190711906,1.14944010648621,-0.716868044735094,0.0333476418187074,0.0389500483882616,-1.38713430761848,-1.67297766791323,-0.131539829453846,-0.931817651881178,0.760501713613999
"145",161,"","",1,50,50,1,3,"female",NA,4,4,0,"NA",0,40,9,1,-0.557079784754814,-1.41802352659058,0,-1.19600910879151,-1.00628183770865,-1.94912246697906,-1.6981124108901,-1.61460311079585,-0.164871067224464,0.105382532160072,-0.12995971410239,-1.35611658761408,0.499797601669962,0.0238251489241735,1.839709519775,-0.821146228097169,-0.485195240142947,2.99732337159106,0.0389500483882616,1.10599372640681,0.550810567084204,1.0301426581601,0.173242926392126,0.222267406780215
"146",162,"I believe in God","Baptist",1,80,20,8,6,"female",NA,5,4,1,"clinton",0,64,12,1,0.177781783491556,0.603812685814744,0,-1.19600910879151,0.640469415770123,-0.556822867808968,0.518830247465521,1.51138780006246,-0.843393001915816,0.504662608597454,0.978431243918507,0.986029810662644,-0.390315042133703,0.0238251489241735,1.32431607675397,-0.821146228097169,-0.253522435550801,0.951996120409814,0.581496681998496,0.375773431607088,0.550810567084204,0.107985709729587,0.173242926392126,0.222267406780215
"147",163,"I do not know about this.","Baptist",1,75,25,4,4,"male",NA,3,3,1,"clinton",0,79,6,0,-0.557079784754814,-1.41802352659058,0,-1.19600910879151,-0.0914200302204411,-0.556822867808968,-0.504374056390921,-1.61460311079585,-0.50413203457014,-1.35788560950937,-0.253114264993601,-2.00099752257268,-0.390315042133703,-0.794542754918982,-0.221864252309125,-0.821146228097169,-0.485195240142947,-1.5877045126027,-0.77486990202709,-0.505680438005696,-0.437539759581321,-0.669457453849157,-0.0477691892625349,-0.798244727250543
"148",164,"I believe in a personal God","jewish",1,60,40,7,7,"male",NA,2,3,1,"clinton",1,76,14,0,-1.47565674506278,0.143628562123044,2,-0.444625864651599,-0.274392391718083,0.394466979270586,0.348296196822781,0.59580626019957,-0.843393001915816,0.504662608597454,0.362658489462454,1.0794942694593,-1.05789952498645,0.620599587953076,1.32431607675397,-0.821146228097169,NA,NA,1.12404331560873,-1.38713430761848,0.550810567084204,0.107985709729587,1.27830350466543,-0.798244727250543
"149",165,"I'm actually not sure.  I'd like to believe that there are ""higher"" beings beyond our own existence, but I don't have the kind of blind faith needed in order to believe in any particular one.","None, but I do go to a Christian church on occasion.",0,80,20,4,2,"male",NA,2,4,1,"clinton",0,37,13,0,-0.25088746465216,0.654862868072831,9,2.18521548983809,0.457497054272482,-0.291954477218709,-0.333840005748181,-0.509398425298141,0.513650867466888,0.0773640156477791,-0.00680516321117864,0.489035571854769,-0.835371364035536,0.0238251489241735,-2.02574130288273,0.6704080637013,1.36818719659422,0.367357946238417,0.852769998803613,-0.505680438005696,-1.67297766791323,-0.131539829453846,0.836279273356109,0.383761644832993
"150",166,"I don't really believe in such things.","None",0,55,45,1,2,"male",NA,4,4,1,"third",0,34,9,0,-0.373364392693222,0.515736483721341,5,0.682449001558269,-1.00628183770865,-0.107283222029573,-0.504374056390921,0.772911884329506,1.53143376950392,0.242681614237603,0.239503938571242,-0.261882971955678,0.722325762620879,0.0999909204650784,-0.47956097381964,2.24688117483073,1.59986000118637,0.0333476418187074,-1.85996316924756,0.30072135038952,-1.42589008624685,0.619359065452468,-2.25789034580914,-0.0852318510803894
"151",167,"I believe in God.  I am a practicing Lutheran.","The Lutheran church",1,70,30,5,5,"female",NA,3,4,1,"clinton",0,46,12,1,1.21883567184058,-0.960818610401825,7,1.43383224569818,-0.274392391718083,0.139326931776077,0.689364298108261,-1.61460311079585,0.174389900121212,-0.0657425099147587,0.116349387680032,-0.0663547176969005,0.722325762620879,0.0999909204650784,0.551225912222421,-0.694948006226479,0.904841587409931,-0.610173283182143,0.310223365193379,-0.505680438005696,0.303722985417822,-1.51925750985379,-0.489793420571857,-0.0852318510803894
"152",169,"I believe in the trinity Father Son Holy Spirit","Chrstian",1,60,40,7,7,"male",NA,6,6,1,"trump",0,59,9,0,0.973881815758456,0.868001054353204,2,-0.444625864651599,0.274524692774841,1.24103668464775,1.03043239939374,-0.187789997101505,-1.01302348558865,0.242681614237603,-1.48465977390571,0.299634778620539,-0.835371364035536,-0.794542754918982,0.551225912222421,-0.694948006226479,-0.253522435550801,0.542775408996944,-1.31741653563732,-0.505680438005696,0.0566354037514411,0.107985709729587,0.173242926392126,0.222267406780215
"153",170,"do like like to discuss","babtist",1,70,30,3,7,"female",NA,4,4,-1,"NA",0,63,6,1,-0.128410536611098,-0.0464087780243106,1,-0.820317486721556,0.823441777267764,0.139326931776077,-1.52757836024736,-0.509398425298141,1.19217280215824,1.774206605854,-0.868887019449655,0.224457610770774,-1.05789952498645,0.0999909204650784,-1.5103478598617,0.469374076303181,0.441495978225638,2.06988243276095,-0.503596585221973,0.888769797355117,-2.16715283124599,0.180342602155473,1.27830350466543,0.760501713613999
"155",172,"one and true god","none",1,50,50,1,7,"male",NA,5,5,1,"trump",0,55,10,0,1.28007413586111,-1.41802352659058,3,-0.0689342425816433,1.18938650026305,0.359745216125645,0.177762146180041,-0.0516076553666977,0.174389900121212,-0.53059168751239,0.485813040353664,-0.218935404919043,0.722325762620879,2.81331100031288,0.0358324692013903,1.0273505375351,-0.0218496309586545,-0.610173283182143,0.0389500483882616,-1.38713430761848,0.0566354037514411,0.619359065452468,0.394255042046787,0.383761644832993
"156",173,"it is spiritual.","none",0,50,50,1,2,"male",NA,6,6,1,"trump",0,60,11,0,-0.557079784754814,-1.41802352659058,0,-1.19600910879151,-0.640337114713365,-0.556822867808968,-1.6981124108901,-1.61460311079585,-0.843393001915816,0.504662608597454,-0.253114264993601,-2.00099752257268,0.499797601669962,-0.794542754918982,0.808922633732936,-0.074846464190925,0.441495978225638,0.806748207113188,-1.58868985244244,0.888769797355117,0.0566354037514411,0.107985709729587,-0.268781304917196,0.434715054460004
"158",175,"Their is only one GOD above all things","Baptist",1,50,50,6,7,"male",NA,4,4,1,"clinton",1,60,10,0,1.28007413586111,-1.41802352659058,1,-0.820317486721556,0.640469415770123,3.44323069353796,1.88310265260744,-1.61460311079585,2.20995570419527,2.28630756584994,NA,NA,-0.167786881182787,3.67812562200132,-0.994954416840671,4.01483375223615,0.441495978225638,2.78394804562393,-1.04614321883221,4.71975723917166,-2.16715283124599,3.57954282617399,-3.36295092408245,-1.57761794768281
"159",176,"","Catholic church",1,70,30,4,5,"female",NA,2,2,1,"clinton",0,57,13,1,-0.0671720725905677,1.02040269308279,6,1.05814062362823,0.640469415770123,-1.05039694022622,1.54203455132196,-0.187789997101505,-1.52191493660717,-0.879073113735244,-0.00680516321117864,0.299634778620539,1.38991024547363,0.562117285004919,2.09740624128551,-1.63690435791901,-0.716868044735094,-0.741137634931864,1.12404331560873,0.0522738339502235,0.303722985417822,-1.51925750985379,-0.710805536226518,-1.57761794768281
"160",177,"I do believe","Pentacostal",1,23,77,7,3,"male",NA,4,4,-1,"NA",1,28,7,0,1.28007413586111,-1.41802352659058,0,-1.19600910879151,-1.00628183770865,-1.94912246697906,1.37150050067922,0.686063905455394,1.53143376950392,2.21311708454658,-0.253114264993601,-2.00099752257268,0.277269440719046,-1.68907643030304,-0.994954416840671,-1.63690435791901,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"161",178,"I believe in God.","Baptist",1,85,15,2,5,"female",NA,6,5,1,"trump",0,58,12,1,0.239020247512086,0.391645666309685,2,-0.444625864651599,-1.00628183770865,-1.94912246697906,-0.674908107033661,1.01631027599485,1.19217280215824,2.06407396813088,NA,NA,-2.17054032974103,-0.794542754918982,-1.76804458137222,1.14944010648621,1.13651439200208,0.0333476418187074,-1.04614321883221,0.0522738339502235,-1.42589008624685,-0.669457453849157,-0.489793420571857,-0.798244727250543
"162",179,"Maybe, but not in the traditional sense (not as in the bible literally).","None",0,50,50,1,1,"male",NA,2,3,1,"clinton",0,59,13,0,-2.39423370537074,-1.41802352659058,7,1.43383224569818,0.823441777267764,0.835476731361122,-1.01597620831914,0.686063905455394,-0.164871067224464,0.871131173649209,1.34789489659214,1.22340715222028,-1.50295584688828,-0.228309055351447,1.839709519775,-0.821146228097169,-1.64355926310368,-0.741137634931864,-1.85996316924756,0.30072135038952,1.78624847541611,-0.537992927670522,-0.0477691892625349,0.760501713613999
"163",180,"No comment","No comment",1,70,30,5,6,"male",NA,4,5,1,"trump",0,76,13,0,0.177781783491556,0.0752014768152888,0,-1.19600910879151,-0.457364753215723,-0.151671413473385,0.689364298108261,-1.61460311079585,-0.843393001915816,0.504662608597454,0.362658489462454,0.0102942823314222,NA,NA,0.0358324692013903,-0.304776910191954,-0.253522435550801,-0.741137634931864,NA,NA,-0.931714922914084,0.107985709729587,-2.03687823015448,-0.677675270451299
"164",181,"I believe in one God","Catholic",1,40,60,2,5,"male",NA,4,4,1,"clinton",0,47,10,0,0.177781783491556,0.359269721665031,3,-0.0689342425816433,-0.457364753215723,-0.151671413473385,-0.16330595510544,-0.187789997101505,0.852911834812564,-0.842477873083562,-0.253114264993601,-1.04844525311429,-0.167786881182787,-0.656157913738697,0.551225912222421,0.469374076303181,0.441495978225638,-1.5877045126027,-0.232323268416855,-0.505680438005696,0.0566354037514411,-0.669457453849157,1.27830350466543,0.760501713613999
"165",182,"Gods are adult fairytales.  They should be treated with the same belief as Santa Claus and unicorns.","Atheists are not a group.",0,70,30,1,1,"female",NA,1,1,1,"third",0,31,12,1,-2.39423370537074,-1.41802352659058,7,1.43383224569818,0.640469415770123,1.18999084472751,-1.6981124108901,-1.61460311079585,2.71884715521378,-0.53059168751239,0.732122142136086,1.06102961684331,-1.94801216879012,-0.656157913738697,-0.737257695330156,1.98074765482143,2.06320561037066,0.542775408996944,1.39531663241385,0.30072135038952,1.29207331208335,0.88434001916054,1.05729138901077,0.626782409288613
"168",186,"I believe their is a higher entity than man alone.","Roman catholic",1,80,20,4,2,"male",NA,6,6,1,"third",0,63,12,0,0.239020247512086,-0.227728677095192,4,0.306757379488313,NA,NA,0.518830247465521,-0.509398425298141,0.513650867466888,0.0773640156477791,-0.745732468558444,0.198827714183286,-0.612843203084619,-1.68907643030304,0.551225912222421,-0.00538809827533266,0.904841587409931,0.105429242738975,0.0389500483882616,0.0522738339502235,-0.19045217791494,0.180342602155473,0.173242926392126,-0.304906808183653
"169",187,"I'm agnostic.","I'm agnostic.",1,40,60,2,1,"female",NA,1,1,1,"clinton",0,34,13,1,-1.7206106011449,-0.351212055483482,1,-0.820317486721556,-0.640337114713365,0.100287052046667,-1.52757836024736,-0.509398425298141,0.852911834812564,-0.337509078326443,1.22474034570093,-0.351128595005705,0.722325762620879,-0.656157913738697,-1.76804458137222,-0.074846464190925,0.209823173633492,-0.741137634931864,-0.503596585221973,0.375773431607088,0.303722985417822,-1.51925750985379,-0.268781304917196,-0.677675270451299
"170",188,"There is no deity that was involved with the creation of the human race or the universe for that matter.","atheist",0,60,40,1,1,"male",NA,2,4,1,"clinton",0,57,9,0,-1.78184906516543,-1.41802352659058,2,-0.444625864651599,0.457497054272482,-0.678132638194292,-0.504374056390921,0.772911884329506,0.174389900121212,-1.06896254888285,-0.00680516321117864,-0.136004939961976,0.499797601669962,0.0238251489241735,0.293529190711906,-0.821146228097169,-0.0218496309586545,0.598121766510611,0.310223365193379,-0.505680438005696,0.0566354037514411,-0.669457453849157,-0.710805536226518,-0.304906808183653
"171",189,"I believe in God.  There are times I struggle with my faith, but I believe there is a higher being","Catholic Church",1,60,40,6,5,"male",NA,3,6,1,"third",1,56,13,0,-0.434602856713752,1.02040269308279,6,1.05814062362823,0.457497054272482,-0.678132638194292,1.03043239939374,0.59580626019957,-1.52191493660717,-0.368970746117903,0.608967591244875,0.76933062201159,0.277269440719046,-0.228309055351447,1.58201279826448,-0.694948006226479,-1.41188645851153,-0.205266590312902,-0.232323268416855,0.30072135038952,-2.16715283124599,-0.537992927670522,1.49931562032009,-0.677675270451299
"172",190,"I believe in one God, the Father Almighty, Maker of heaven and earth, and of all things visible and invisible.","Grace Covenant Church",1,90,10,7,7,"male",NA,3,3,1,"clinton",1,41,13,0,1.03512027977899,-0.0212394355633018,8,1.80952386776814,0.457497054272482,0.528492828122755,1.37150050067922,-0.0516076553666977,-0.50413203457014,0.160849651094062,0.362658489462454,1.49349774268772,-0.167786881182787,1.40967911938999,-1.5103478598617,2.46898818833497,2.06320561037066,0.0333476418187074,1.12404331560873,1.10599372640681,-0.684627341247703,2.15229836245187,0.836279273356109,-0.798244727250543
"173",191,"","CHRISTIAN",1,40,60,5,3,"male",NA,5,4,1,"trump",0,61,9,0,-0.373364392693222,0.113593987096755,3,-0.0689342425816433,-0.274392391718083,-0.964617978962575,0.518830247465521,-0.509398425298141,0.00475941644837506,0.630062947822555,0.855276693027297,-0.612425907438279,-0.835371364035536,-0.794542754918982,0.551225912222421,-0.694948006226479,-0.253522435550801,-0.741137634931864,-1.31741653563732,0.30072135038952,-0.931714922914084,-0.669457453849157,1.27830350466543,-0.0852318510803894
"174",192,"I go to CHURCH on a regular basis. Think everyone hopes its all true.","The Crossing,  Quincy Il.",1,50,50,7,5,"male",NA,3,3,1,"trump",1,80,9,0,-0.31212592867269,-0.671411024887646,4,0.306757379488313,-0.274392391718083,-0.499971098647707,-0.674908107033661,0.403215345562478,-0.50413203457014,-0.275389121527241,-0.00680516321117864,-0.39761313099884,-0.612843203084619,-1.68907643030304,-0.221864252309125,-0.821146228097169,-0.253522435550801,0.0333476418187074,-0.503596585221973,-0.369319049820124,-1.42589008624685,-0.669457453849157,1.05729138901077,-1.57761794768281
"179",198,"I believe that God exist!","none",1,60,40,1,2,"male",NA,4,4,1,"trump",0,56,9,0,0.239020247512086,-0.0464087780243106,5,0.682449001558269,0.457497054272482,0.747054113279452,-0.16330595510544,1.16676768673521,0.852911834812564,0.871131173649209,-0.12995971410239,-0.850681371976069,-0.612843203084619,-0.228309055351447,0.0358324692013903,-0.304776910191954,-0.485195240142947,0.367357946238417,0.0389500483882616,0.0522738339502235,0.303722985417822,0.88434001916054,0.615267157701448,-0.677675270451299
"180",199,"","",NA,10,90,1,1,"female",NA,4,4,1,"third",0,38,14,1,-0.557079784754814,-1.41802352659058,0,-1.19600910879151,-1.00628183770865,-1.94912246697906,-0.504374056390921,-1.61460311079585,0.344020383794051,-1.58558678044292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",200,"","",1,50,50,1,1,"female",NA,4,4,-1,"NA",0,39,9,1,-0.189649000631629,-0.407105420387919,0,-1.19600910879151,-1.18925419920629,-1.25297266739401,-1.6981124108901,-1.61460311079585,1.0225423184854,-0.879073113735244,-0.622577917667233,-0.990663268819681,-1.28042768593737,0.562117285004919,-0.994954416840671,-1.63690435791901,-0.253522435550801,-0.741137634931864,-1.58868985244244,-0.369319049820124,-0.437539759581321,-0.669457453849157,-0.710805536226518,-1.57761794768281
