"","CaseID","god_open","rel_groups","god_y","pct_believe","pct_nonbelieve","church","pray","gender_ident","sex_or","social_cons","econ_cons","vote2016","candidate2016","stem","age","educ","female","sbs_m","sbs_sd","crt","crtZ","pt_m","pt_sd","cred_m","cred_sd","mot_m","mot_sd","tfa_m","tfa_sd","eXtra_m","eXtra_sd","Consc_m","Consc_sd","Neuro_m","Neuro_sd","Agree_m","Agree_sd","Open_m","Open_sd","Hum_m","Hum_sd"
"770",850,"I believe in one god as stated in the bible.","Lutheran",1,60,40,7,5,"male",NA,3,3,1,"clinton",0,73,10,0,0.300258711532617,-0.0212394355633018,7,1.43383224569818,-0.274392391718083,-0.964617978962575,0.00722809553729986,0.686063905455394,-0.334501550897301,-1.73330035170981,0.116349387680032,-0.317107099651018,0.0547412797681295,-0.794542754918982,0.293529190711906,-0.074846464190925,-0.94854084932724,0.105429242738975,0.310223365193379,-0.505680438005696,-0.437539759581321,1.38336226840926,-0.710805536226518,-1.57761794768281
"771",852,"I believe in the existence of one God.","Church of Christ",1,85,15,8,7,"male",NA,6,5,1,"third",0,50,13,0,NA,NA,8,1.80952386776814,1.73830358475597,-0.291954477218709,-1.01597620831914,0.686063905455394,-1.18265396926149,0.349380649666893,-0.00680516321117864,1.27574536352559,-1.05789952498645,1.40967911938999,-0.47956097381964,2.24688117483073,0.209823173633492,2.16657541053355,-0.77486990202709,3.46753506345225,0.0566354037514411,2.72974277016936,-0.268781304917196,1.12221008401173
"772",854,"","atheist",0,75,25,1,1,"male",NA,2,1,1,"clinton",1,40,13,0,-2.39423370537074,-1.41802352659058,3,-0.0689342425816433,-0.823309476211005,-0.678132638194292,-1.6981124108901,-1.61460311079585,-1.01302348558865,0.242681614237603,NA,NA,-2.17054032974103,-0.794542754918982,0.0358324692013903,-0.304776910191954,-1.41188645851153,-1.5877045126027,-1.85996316924756,1.94999618343618,-0.19045217791494,-0.537992927670522,0.615267157701448,0.434715054460004
"773",855,"You should never deny the existence of God.","None",1,80,20,2,2,"male",NA,6,6,1,"trump",0,38,9,0,-0.25088746465216,-0.189322233889583,7,1.43383224569818,-0.457364753215723,1.71256371597777,0.177762146180041,-0.0516076553666977,0.174389900121212,1.40577851110303,1.34789489659214,0.0102942823314222,-0.167786881182787,0.0999909204650784,0.0358324692013903,1.0273505375351,-0.253522435550801,0.542775408996944,-1.04614321883221,0.648496207978232,1.04498573041697,0.107985709729587,-0.489793420571857,1.08444839167614
"774",856,"Just JEHOVAH god!","JW",1,60,40,8,7,"male",NA,4,4,-1,"NA",0,44,10,0,0.177781783491556,2.77232874649126,2,-0.444625864651599,-0.274392391718083,0.835476731361122,1.7125686019647,-0.509398425298141,0.852911834812564,-0.337509078326443,-0.622577917667233,-0.990663268819681,1.61243840642454,-0.656157913738697,-0.47956097381964,-0.00538809827533266,0.441495978225638,0.367357946238417,0.0389500483882616,-1.38713430761848,0.303722985417822,-0.131539829453846,-0.489793420571857,-0.0852318510803894
"775",857,"The is one, but he is too busy to care about anyone","None",1,60,40,2,2,"male",NA,5,5,1,"trump",0,62,12,0,0.055304855450494,0.251452780068359,3,-0.0689342425816433,-1.18925419920629,0.747054113279452,-1.35704430960462,-0.187789997101505,1.87069473684959,0.349380649666893,0.239503938571242,0.198827714183286,-1.28042768593737,0.562117285004919,0.293529190711906,1.14944010648621,1.36818719659422,2.06988243276095,-1.04614321883221,0.0522738339502235,0.303722985417822,0.443271654512742,0.394255042046787,1.63582016193724
"776",858,"I believe in one god only. And that he/she oversees all.","Non practicing Roman Catholic.",1,75,25,4,6,"female",NA,2,4,1,"clinton",0,63,13,1,0.055304855450494,0.385216981008125,0,-1.19600910879151,-1.55519892220157,-0.964617978962575,1.20096645003648,-0.0516076553666977,-0.673762518242978,1.0782621369336,-0.12995971410239,-0.850681371976069,-0.167786881182787,-0.656157913738697,-0.221864252309125,-0.074846464190925,0.209823173633492,0.542775408996944,-0.77486990202709,-0.505680438005696,0.797898148750585,0.674916799820921,-0.268781304917196,-0.677675270451299
"777",859,"God may exist but religion is contrived.","none",1,50,50,1,2,"female",NA,2,4,1,"clinton",0,72,13,1,-1.47565674506278,0.868001054353204,3,-0.0689342425816433,0.0915523312771992,-0.291954477218709,1.20096645003648,-0.0516076553666977,-1.18265396926149,0.349380649666893,0.485813040353664,0.427543782270036,0.277269440719046,0.841046881152138,0.808922633732936,-0.821146228097169,0.209823173633492,0.542775408996944,0.0389500483882616,-1.38713430761848,-0.684627341247703,0.443271654512742,0.394255042046787,-0.798244727250543
"779",862,"It's something we will never fully be sure of.","Christian, agnostic",1,70,30,2,2,"male",NA,2,3,0,"NA",0,28,12,0,-0.802033640836937,-0.198810416753896,0,-1.19600910879151,1.55533122325833,-0.885736083103456,1.03043239939374,0.59580626019957,0.00475941644837506,-0.184119225304063,0.732122142136086,1.205771260575,-0.390315042133703,0.562117285004919,-0.737257695330156,0.810370031546504,0.673168782817784,1.30387185925904,1.12404331560873,0.0522738339502235,0.550810567084204,-0.669457453849157,0.394255042046787,1.87867748658835
"780",863,"","none",1,75,25,1,3,"female",NA,4,4,1,"clinton",0,61,10,1,0.239020247512086,1.13669346673317,1,-0.820317486721556,-0.640337114713365,-0.197183890641057,-0.16330595510544,1.16676768673521,1.36180328583108,1.71446006109606,-0.622577917667233,-0.612425907438279,NA,NA,-0.737257695330156,0.416041915207983,1.13651439200208,0.0333476418187074,1.39531663241385,0.30072135038952,0.303722985417822,0.443271654512742,0.615267157701448,-0.0188715068182718
"781",864,"I believe in a higher power","Roman Catholic",1,93,7,4,7,"female",NA,3,3,1,"clinton",0,68,9,1,0.48397410359421,-0.0464087780243106,4,0.306757379488313,0.274524692774841,0.177650300772146,0.689364298108261,0.0736249324418559,0.174389900121212,-0.53059168751239,1.10158579480972,-1.35611658761408,0.499797601669962,-0.794542754918982,-0.47956097381964,-0.694948006226479,1.13651439200208,-0.741137634931864,0.581496681998496,-0.369319049820124,0.0566354037514411,-0.669457453849157,-0.710805536226518,0.222267406780215
"782",865,"I believe in one God. God Almighty in Heaven that created the Heavens and the Earth.","Bible Believing",0,50,50,4,5,"female",NA,7,5,1,"trump",0,62,10,1,0.912643351737925,1.32520597054196,4,0.306757379488313,-0.274392391718083,-0.964617978962575,0.689364298108261,0.772911884329506,0.174389900121212,1.0782621369336,-0.376268815884812,-0.507483855955016,0.277269440719046,0.841046881152138,-0.221864252309125,0.416041915207983,0.441495978225638,0.806748207113188,NA,NA,-0.684627341247703,-0.131539829453846,0.394255042046787,-0.798244727250543
"783",866,"God exists","Catholic church",1,70,30,7,7,"female",NA,4,4,1,"trump",0,65,9,1,0.300258711532617,-0.198810416753896,1,-0.820317486721556,0.274524692774841,-0.107283222029573,-0.333840005748181,0.403215345562478,0.852911834812564,-0.842477873083562,-0.12995971410239,-0.507483855955016,-0.167786881182787,0.0999909204650784,-0.221864252309125,-0.074846464190925,0.904841587409931,0.105429242738975,0.310223365193379,-0.505680438005696,-0.684627341247703,-0.131539829453846,0.836279273356109,-0.798244727250543
"784",867,"not much","none",0,60,40,2,2,"male",NA,3,3,1,"trump",0,75,9,0,-0.985749032898529,0.391645666309685,0,-1.19600910879151,-0.0914200302204411,-0.556822867808968,-1.18651025896188,-0.0516076553666977,0.00475941644837506,-0.184119225304063,-0.499423366776022,-0.136004939961976,-0.167786881182787,0.620599587953076,-0.737257695330156,1.14944010648621,-0.716868044735094,-0.741137634931864,0.0389500483882616,-1.38713430761848,-0.684627341247703,0.88434001916054,-1.59485399884516,-1.57761794768281
"786",870,"I believe in God the creator of the Universe.  The other gods that are discussed are usually created by humans.","Methodist",1,75,25,8,7,"male",NA,4,4,1,"third",1,63,12,0,0.973881815758456,0.143628562123044,7,1.43383224569818,-0.640337114713365,0.100287052046667,1.20096645003648,-0.0516076553666977,0.344020383794051,0.427706856696573,0.608967591244875,0.419747481878442,0.0547412797681295,0.994524595849139,-0.47956097381964,0.469374076303181,-0.716868044735094,0.951996120409814,0.0389500483882616,1.10599372640681,1.29207331208335,-0.131539829453846,0.173242926392126,-0.304906808183653
"787",871,"Yes!","Christian",1,55,45,4,7,"male",NA,3,3,1,"clinton",1,70,11,0,0.177781783491556,0.821813978518224,2,-0.444625864651599,0.823441777267764,0.394466979270586,0.689364298108261,0.0736249324418559,-1.01302348558865,0.987272243716289,0.485813040353664,0.232935565788927,0.0547412797681295,0.994524595849139,0.293529190711906,-0.074846464190925,-1.41188645851153,-0.205266590312902,0.0389500483882616,2.93109011708763,0.797898148750585,2.52660000916539,0.173242926392126,1.26825067595853
"788",872,"I do believe that there is one God","Baptist",1,65,35,6,7,"female",NA,6,6,1,"trump",0,43,9,1,0.667689495655802,1.47359425857514,3,-0.0689342425816433,-1.37222656070393,0.592857190590473,0.177762146180041,2.10607028223249,1.0225423184854,1.51060400398424,-2.10043252836176,-0.317107099651018,-1.7254840078392,0.0238251489241735,-1.25265113835119,1.98074765482143,NA,NA,0.0389500483882616,0.648496207978232,-1.42589008624685,2.95061538991992,-0.489793420571857,0.383761644832993
"789",873,"I don't believe in God.  Aetheist.","Atheist",0,75,25,1,1,"female",NA,1,4,1,"clinton",0,49,11,1,-1.65937213712437,0.223392356281802,3,-0.0689342425816433,0.640469415770123,0.806317821052846,-1.01597620831914,-0.0516076553666977,1.70106425317676,0.105382532160072,0.608967591244875,0.224457610770774,0.944853923571795,-0.794542754918982,-1.5103478598617,-0.00538809827533266,1.13651439200208,-0.741137634931864,-0.503596585221973,1.66631146577659,1.04498573041697,1.0301426581601,-1.15282976753584,0.434715054460004
"790",874,"Yes","Catholic",1,91,9,4,3,"male",NA,4,4,1,"third",0,51,12,0,0.48397410359421,-0.0464087780243106,4,0.306757379488313,-0.274392391718083,-0.964617978962575,0.518830247465521,-0.509398425298141,-0.164871067224464,0.105382532160072,-0.12995971410239,-0.850681371976069,0.277269440719046,-1.68907643030304,-0.737257695330156,-0.074846464190925,0.904841587409931,-0.610173283182143,-0.232323268416855,-0.505680438005696,0.303722985417822,-1.51925750985379,NA,NA
"791",875,"I believe that there is a supreme being, an energy for good through the world.  I do not believe that all is controlled by this being but rather guided and","I do not believe in organized religion but do believe in a supreme being",1,50,50,2,3,"female",NA,2,3,1,"clinton",0,56,12,1,0.667689495655802,0.626659017899728,7,1.43383224569818,-0.823309476211005,0.288686047865413,0.00722809553729986,-0.0516076553666977,0.513650867466888,-0.879073113735244,-0.376268815884812,-0.850681371976069,-0.835371364035536,0.0238251489241735,-1.5103478598617,-0.694948006226479,1.59986000118637,-0.741137634931864,0.0389500483882616,-1.38713430761848,0.797898148750585,-0.537992927670522,-0.489793420571857,-0.0852318510803894
"792",876,"who cares","Dont care",0,80,20,1,1,"male",NA,4,4,0,"NA",0,44,12,0,-0.557079784754814,-1.41802352659058,1,-0.820317486721556,-1.00628183770865,-1.94912246697906,-0.333840005748181,-0.509398425298141,0.344020383794051,-1.58558678044292,NA,NA,0.277269440719046,-1.68907643030304,-0.994954416840671,-1.63690435791901,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"793",877,"there is a god","none",1,85,15,1,6,"female",NA,4,4,-1,"NA",1,25,6,1,0.300258711532617,0.136174332980769,2,-0.444625864651599,-1.00628183770865,-1.94912246697906,-0.504374056390921,-1.61460311079585,-0.50413203457014,-0.275389121527241,-0.253114264993601,-2.00099752257268,0.277269440719046,-1.68907643030304,-0.994954416840671,-1.63690435791901,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"794",878,"I believe that there may be a force that exists, but with all the religions that are currently present and all the new ones that have recently been made it's hard to say which one is right. Therefore I reserve that there is a force, not necessarily a ""person"" or ""being"" present, but it's mostly just science.","Baptized Episcopalian, have gone to Methodist, Catholic, and Baptist services.. I call myself an Agnostic, have dabbled a bit in Druidism, but I mostly believe in Science!",0,70,30,1,1,"male",NA,1,2,-1,"NA",0,46,10,0,-2.39423370537074,-1.41802352659058,1,-0.820317486721556,1.0064141387654,-0.964617978962575,0.348296196822781,0.59580626019957,2.04032522052243,0.917918680492054,0.978431243918507,0.299634778620539,-0.390315042133703,-0.794542754918982,-2.28343802439325,-0.074846464190925,2.29487841496281,-0.205266590312902,0.0389500483882616,-1.38713430761848,1.04498573041697,-0.669457453849157,-0.0477691892625349,-0.0852318510803894
"795",879,"ditto","ditto",1,50,50,1,1,"male",NA,2,2,1,"non",0,29,9,0,-0.495841320734283,-0.960818610401825,3,-0.0689342425816433,-1.18925419920629,-1.25297266739401,-1.6981124108901,-1.61460311079585,-1.01302348558865,1.3204232211644,-0.00680516321117864,-0.39761313099884,0.277269440719046,-1.68907643030304,-0.737257695330156,-0.821146228097169,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.437539759581321,-0.669457453849157,-0.710805536226518,-1.57761794768281
"796",881,"yes","first christian church",1,60,40,7,6,"female",NA,3,3,1,"third",0,74,10,1,0.48397410359421,-0.227728677095192,0,-1.19600910879151,1.18938650026305,-0.556822867808968,-1.52757836024736,-0.509398425298141,-1.18265396926149,1.0782621369336,-0.622577917667233,-0.0663547176969005,-0.390315042133703,0.994524595849139,-0.47956097381964,0.469374076303181,-1.41188645851153,-0.205266590312902,-0.503596585221973,-0.369319049820124,0.303722985417822,0.88434001916054,0.615267157701448,0.434715054460004
"797",882,"I believe there is one God","None",1,80,20,1,1,"male",NA,3,3,-1,"NA",0,35,9,0,-0.128410536611098,2.37980574046641,1,-0.820317486721556,-0.640337114713365,1.00439099707039,1.88310265260744,-1.61460311079585,0.344020383794051,-1.58558678044292,-0.745732468558444,0.198827714183286,-1.50295584688828,-1.68907643030304,1.06661935524345,-1.63690435791901,0.441495978225638,0.367357946238417,0.0389500483882616,1.10599372640681,-1.67297766791323,0.88434001916054,-1.3738418831905,0.383761644832993
"798",883,"I believe very much in god our savior.. jesus christ","Church of god a prophecy or Apostolic Faith",1,80,20,1,7,"female",NA,4,4,-1,"NA",0,55,5,1,0.851404887717394,-0.0464087780243106,1,-0.820317486721556,-0.0914200302204411,1.53162653094617,1.37150050067922,0.686063905455394,-0.334501550897301,1.0782621369336,0.239503938571242,-0.0181018505268435,-1.05789952498645,-0.656157913738697,0.293529190711906,0.810370031546504,0.209823173633492,1.90278014318351,0.0389500483882616,2.42118167009396,-0.19045217791494,1.73522892931296,1.05729138901077,-1.57761794768281
"799",884,"","Secular",0,70,30,8,7,"male",NA,3,3,1,"non",0,37,10,0,-1.04698749691906,-0.503613694213067,0,-1.19600910879151,-1.00628183770865,-0.885736083103456,0.518830247465521,-0.509398425298141,1.36180328583108,1.0782621369336,-0.376268815884812,0.419747481878442,0.277269440719046,-0.228309055351447,-1.25265113835119,-0.821146228097169,0.209823173633492,-0.741137634931864,-0.77486990202709,-0.505680438005696,-0.931714922914084,-0.669457453849157,-0.0477691892625349,-0.798244727250543
"800",885,"There is a higher power and I call Him God!","Roman Catholic",1,70,30,2,7,"female",NA,3,3,1,"clinton",0,54,10,1,-0.00593360857003656,0.442275552491061,0,-1.19600910879151,2.10424830775125,-0.964617978962575,0.689364298108261,-1.61460311079585,2.04032522052243,0.160849651094062,1.47104944748335,0.986029810662644,0.722325762620879,0.620599587953076,1.839709519775,-0.821146228097169,-1.18021365391939,-0.741137634931864,1.12404331560873,0.0522738339502235,1.29207331208335,-1.51925750985379,-0.710805536226518,0.222267406780215
"801",886,"posible","none",1,65,35,4,2,"male",NA,6,6,1,"non",0,72,11,0,-0.128410536611098,-0.719631481076942,2,-0.444625864651599,0.0915523312771992,0.0198865090539073,0.348296196822781,-0.187789997101505,-0.50413203457014,-1.35788560950937,-0.253114264993601,-0.0958929836558958,-0.167786881182787,-0.656157913738697,-0.221864252309125,-0.821146228097169,0.441495978225638,-0.205266590312902,-1.04614321883221,-1.38713430761848,0.0566354037514411,-0.669457453849157,-0.268781304917196,-0.677675270451299
"802",887,"I believe in one God.","Catholicism",1,70,30,5,6,"female",NA,5,4,1,"third",0,64,13,1,0.422735639573678,0.86291534264545,7,1.43383224569818,-1.18925419920629,0.949180269683643,0.859898348751001,1.01631027599485,-1.01302348558865,0.630062947822555,-0.376268815884812,0.600417900351039,-0.835371364035536,2.27792240539844,0.808922633732936,0.416041915207983,-2.33857767688012,-1.5877045126027,0.581496681998496,1.66631146577659,-0.437539759581321,0.619359065452468,1.72032773597475,-0.798244727250543
